,CircleNum,ID,Name,Lat,Lng,CategoryID,Category
3366,66,4e4c68f6bd413c4cc669294b,Papa John's Pizza,40.030278421348456,-105.25798059390307,4bf58dd8d48988d1ca941735,Pizza Place
3367,66,578d276e498ed96114d44eef,Firestone Complete Auto Care,40.03600732,-105.25422035,52f2ab2ebcbc57f1066b8b44,Auto Garage
3368,66,4c65ac8c9cb82d7f32868ed2,Rite Aid,40.03529,-105.257266,4bf58dd8d48988d10f951735,Pharmacy
3369,66,4ac699aef964a5205db520e3,Little Caesars Pizza,40.03015728,-105.25798803333333,4bf58dd8d48988d1ca941735,Pizza Place
3370,66,4e2c711b7d8b7deda6db4e8e,Circle K,40.029344994195036,-105.25808346234875,4d954b0ea243a5684a65b473,Convenience Store
3371,66,4af2351af964a52095e621e3,KFC,40.033515,-105.25923700000001,4d4ae6fc7a7b7dea34424761,Fried Chicken Joint
3372,66,49ec8344f964a52066671fe3,24 Hour Fitness,40.03537218356435,-105.25607934754586,4bf58dd8d48988d175941735,Gym / Fitness Center
3373,66,49d63fd6f964a520ae5c1fe3,Outback Saloon,40.03172043426794,-105.25942075789202,4bf58dd8d48988d120941735,Karaoke Bar
3374,66,4af21e32f964a520f7e521e3,SUBWAY,40.030814300831636,-105.25759753777601,4bf58dd8d48988d1c5941735,Sandwich Place
3375,66,5169df4ce4b01de80b6c1055,Centennial Middle School East Baseball Field,40.04600495254598,-105.26622169872213,4bf58dd8d48988d1e8941735,Baseball Field
3376,66,4da249c422a5f04d662a0e55,Catalpa Park,40.04125517314522,-105.27400979763149,4bf58dd8d48988d163941735,Park
3377,66,5099753fe4b06f235261c7d0,D'Angelo's Italian Deli,40.03543550451615,-105.25975748734861,4bf58dd8d48988d146941735,Deli / Bodega
3378,66,4e38663dfa7606f144050ee5,3 Margaritas,40.036189955021975,-105.25811787886828,4bf58dd8d48988d1c1941735,Mexican Restaurant
3379,66,540ca2b2498e9b339ba08f6f,Elks Park,40.0482642783441,-105.26081521409499,4bf58dd8d48988d163941735,Park
3380,66,5248a96b11d2863d4dd0b162,Columbine Park,40.03297105996438,-105.26799341750396,4bf58dd8d48988d163941735,Park
3381,66,4e83694f6d86be3460a2f075,Sundance Community Park,40.048585194281536,-105.26090093924014,4bf58dd8d48988d163941735,Park
3382,66,4c2109ce8082d13aaea4f82a,Shell,40.0325273,-105.2590089,4bf58dd8d48988d113951735,Gas Station
3383,66,51216ab7e4b0bd4ef06fa237,Iris Fields,40.037340064498764,-105.27787537784117,4bf58dd8d48988d1e8941735,Baseball Field
3384,66,4c94300a21c7199c65e00e7f,The Diagnol,40.036183560115305,-105.25563749635118,4bf58dd8d48988d1fd941735,Shopping Mall
3385,66,4beedbaff97d952105ea9438,Growing Gardens,40.03409671302703,-105.27620071916272,4bf58dd8d48988d15a941735,Garden
3386,66,4e3c52ae922e920e6c4f26c7,Boulder Guitar Studio,40.04539033398406,-105.25393724441528,4f04b10d2fb6e1c99f3db0be,Music School
3387,66,5c8583bdc53093002c14185f,Diaz Farm Taco Truck,40.050178,-105.258701,4bf58dd8d48988d151941735,Taco Place
3388,66,55645e2e498e2140c846d1bc,Curlew Consulting,40.046784,-105.254201,5453de49498eade8af355881,Business Service
3389,66,49f25ee0f964a520256a1fe3,Nomad theater,40.047525,-105.279808,4bf58dd8d48988d137941735,Theater
3390,66,4b744405f964a5201fd12de3,lucky's diner,40.047634269810445,-105.28069381311695,4bf58dd8d48988d147941735,Diner
3391,66,4ed663f88231ee8d68c38448,North Boulder Shopping Center,40.0476209876656,-105.2810293083872,4bf58dd8d48988d1fd941735,Shopping Mall
3392,66,4dea9456d22da22d4ed82cc6,Brainard Lake,40.02979290608369,-105.27422887275254,4bf58dd8d48988d161941735,Lake
3393,67,4dea689bb0fb8293f7d3af16,Tangerine,40.03741753719989,-105.25899665768475,4bf58dd8d48988d143941735,Breakfast Spot
3394,67,4b328a59f964a520240e25e3,CorePower Yoga,40.033897,-105.257597,4bf58dd8d48988d102941735,Yoga Studio
3395,67,5057bf5de4b0ccc7cecd36c5,The Farm Dispensary,40.036652104868665,-105.25701693490778,52c71aaf3cf9994f4e043d17,Marijuana Dispensary
3396,67,4a08a10af964a520fd731fe3,Glacier Homemade Ice Cream,40.031545061838685,-105.25898610036752,4bf58dd8d48988d1c9941735,Ice Cream Shop
3397,67,4db04898a86e63d211565879,Moe's Bagels,40.03394767565749,-105.25899029301438,4bf58dd8d48988d179941735,Bagel Shop
3398,67,4b6af8d6f964a520c3e92be3,Red Rock Coffee House,40.03578379055968,-105.26036855961263,4bf58dd8d48988d1e0931735,Coffee Shop
3399,67,4a8728ecf964a520f20220e3,Time Warp Comics,40.030925473359275,-105.25932399547669,52f2ab2ebcbc57f1066b8b18,Comic Shop
3400,67,57819c21498e7f187f80cf28,The Rayback Collective,40.02951944009931,-105.25897832527073,4bf58dd8d48988d117941735,Beer Garden
3401,67,4beedc84f97d95212eea9438,Parkside Park,40.038556526492016,-105.26412963867188,4bf58dd8d48988d163941735,Park
3402,67,40e0b100f964a520bf031fe3,Murphy’s Grill,40.03730078722281,-105.26006470280059,4bf58dd8d48988d14e941735,American Restaurant
3403,67,4aecd670f964a520aacb21e3,Movement Climbing And Fitness,40.02980656011139,-105.25752107330528,4bf58dd8d48988d176941735,Gym
3404,67,4f43f263be777735d028faa2,Curry n Kebob,40.03007949457603,-105.25798231228734,4bf58dd8d48988d10f941735,Indian Restaurant
3405,67,4a6a254ff964a520b4cc1fe3,Abo's Pizza,40.03738354015675,-105.25933624729349,4bf58dd8d48988d1ca941735,Pizza Place
3406,67,4bd34bbaa8b3a5931a9d695f,Pleasant View Sports Complex,40.04235134551333,-105.24674892425537,4cce455aebf7b749d5e191f5,Soccer Field
3407,67,54221b2f498ef2e58477848d,Verde,40.03064554437514,-105.25814506425165,4bf58dd8d48988d1c1941735,Mexican Restaurant
3408,67,59137489ccad6b2e212f2fd4,Boulder Pho,40.028206492633835,-105.25887783749552,4bf58dd8d48988d14a941735,Vietnamese Restaurant
3409,67,4a7daf78f964a5202eef1fe3,RallySport Health And Fitness Club,40.02812077121934,-105.25685713653922,4bf58dd8d48988d176941735,Gym
3410,67,50ccbcc3e4b0fb932a64cba4,Image TRX Sport - TRX Suspension Training Facility,40.03246472614657,-105.25980931412705,4bf58dd8d48988d175941735,Gym / Fitness Center
3411,67,54ed1eb0498ee77ce3c10051,Sancho ' Mexican Restaurant,40.03522721266506,-105.25655894755644,4bf58dd8d48988d1c1941735,Mexican Restaurant
3412,67,56246d96498ee2c4f15a8bcc,My Ramen & Izakaya,40.034186461979786,-105.25784049206781,4bf58dd8d48988d111941735,Japanese Restaurant
3413,67,4b89984cf964a520c04432e3,The Bookworm,40.03199607929973,-105.25923659337757,4bf58dd8d48988d114951735,Bookstore
3414,67,4ad4a910f964a52088e820e3,Buddha Cafe,40.03711267739461,-105.26001079867058,4bf58dd8d48988d149941735,Thai Restaurant
3415,67,4a79df2ff964a520d9e71fe3,Deli Zone,40.02876707539925,-105.25546329812543,4bf58dd8d48988d1c5941735,Sandwich Place
3416,67,4a25afc5f964a520787e1fe3,Boulder Wine & Spirits,40.03561454196762,-105.25965904953372,4bf58dd8d48988d186941735,Liquor Store
3417,67,4a2b1bf6f964a520a0961fe3,Chez Thuy,40.027032791647486,-105.25843330678278,4bf58dd8d48988d14a941735,Vietnamese Restaurant
3418,67,4bf1a83e78cec92842aaba86,T-Mobile,40.03549666209564,-105.26004570860096,4f04afc02fb6e1c99f3db0bc,Mobile Phone Shop
3419,67,4a289740f964a52036951fe3,Vic's Espresso,40.035266992845024,-105.25413298360117,4bf58dd8d48988d1e0931735,Coffee Shop
